Pokemon Id,Pokedex Number,Pokemon Name,Alternate Form Name,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Pre-Evolution Pokemon Id,Evolution Details
608,608,Lampent,NULL,13,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,NULL,60,40,60,95,60,55,370,979,Level 41
609,609,Chandelure,NULL,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,NULL,60,55,90,145,90,80,520,980,Dusk Stone
610,610,Axew,NULL,18,Dragon,NULL,Rivalry,Mold Breaker,Unnerve,NULL,46,87,60,30,40,57,320,NULL,NULL
611,611,Fraxure,NULL,36,Dragon,NULL,Rivalry,Mold Breaker,Unnerve,NULL,66,117,70,40,50,67,410,983,Level 38
612,612,Haxorus,NULL,105.5,Dragon,NULL,Rivalry,Mold Breaker,Unnerve,NULL,76,147,90,60,70,97,540,984,Level 48
613,613,Cubchoo,NULL,8.5,Ice,NULL,Snow Cloak,Slush Rush,Rattled,NULL,55,70,40,60,40,40,305,NULL,NULL
614,614,Beartic,NULL,260,Ice,NULL,Snow Cloak,Slush Rush,Swift Swim,NULL,95,130,80,70,80,50,505,986,Level 37
615,615,Cryogonal,NULL,148,Ice,NULL,Levitate,NULL,NULL,NULL,80,50,50,95,135,105,515,NULL,NULL
616,616,Shelmet,NULL,7.7,Bug,NULL,Hydration,Shell Armor,Overcoat,NULL,50,40,85,40,65,25,305,NULL,NULL
617,617,Accelgor,NULL,25.3,Bug,NULL,Hydration,Sticky Hold,Unburden,NULL,80,70,40,100,60,145,495,989,With Karrablast
618,618,Stunfisk,NULL,11,Ground,Electric,Static,Limber,Sand Veil,NULL,109,66,84,81,99,32,471,NULL,NULL
2691,618,Stunfisk,Galar,20.5,Ground,Steel,Mimicry,NULL,NULL,NULL,109,81,99,66,84,32,471,NULL,NULL
619,619,Mienfoo,NULL,20,Fighting,NULL,Inner Focus,Regenerator,Reckless,NULL,45,85,50,55,50,65,350,NULL,NULL
620,620,Mienshao,NULL,35.5,Fighting,NULL,Inner Focus,Regenerator,Reckless,NULL,65,125,60,95,60,105,510,992,Level 50
621,621,Druddigon,NULL,139,Dragon,NULL,Rough Skin,Sheer Force,Mold Breaker,NULL,77,120,90,60,90,48,485,NULL,NULL
622,622,Golett,NULL,92,Ground,Ghost,Iron Fist,Klutz,No Guard,NULL,59,74,50,35,50,35,303,NULL,NULL
623,623,Golurk,NULL,330,Ground,Ghost,Iron Fist,Klutz,No Guard,NULL,89,124,80,55,80,55,483,996,Level 43
624,624,Pawniard,NULL,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,NULL,45,85,70,40,40,60,340,NULL,NULL
625,625,Bisharp,NULL,70,Dark,Steel,Defiant,Inner Focus,Pressure,NULL,65,125,100,60,70,70,490,998,Level 52
626,626,Bouffalant,NULL,94.5,Normal,NULL,Reckless,Sap Sipper,Soundproof,NULL,95,110,95,40,95,55,490,NULL,NULL
627,627,Rufflet,NULL,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,NULL,70,83,50,37,50,60,350,NULL,NULL
628,628,Braviary,NULL,41,Normal,Flying,Keen Eye,Sheer Force,Defiant,NULL,100,123,75,57,75,80,510,1001,Level 54
2701,628,Braviary,Hisui,43.4,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,NULL,110,83,70,112,70,65,510,1001,Level 54 in Hisui
2702,628,Braviary,Hisui,43.4,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,NULL,110,83,70,112,70,65,510,1001,NULL
629,629,Vullaby,NULL,9,Dark,Flying,Big Pecks,Overcoat,Weak Armor,NULL,70,55,75,45,65,60,370,NULL,NULL
630,630,Mandibuzz,NULL,39.5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,NULL,110,65,105,55,95,80,510,1003,Level 54
631,631,Heatmor,NULL,58,Fire,NULL,Gluttony,Flash Fire,White Smoke,NULL,85,97,66,105,66,65,484,NULL,NULL
632,632,Durant,NULL,33,Bug,Steel,Swarm,Hustle,Truant,NULL,58,109,112,48,48,109,484,NULL,NULL
633,633,Deino,NULL,17.3,Dark,Dragon,Hustle,NULL,NULL,NULL,52,65,50,45,50,38,300,NULL,NULL
634,634,Zweilous,NULL,50,Dark,Dragon,Hustle,NULL,NULL,NULL,72,85,70,65,70,58,420,1008,Level 50
635,635,Hydreigon,NULL,160,Dark,Dragon,Levitate,NULL,NULL,NULL,92,105,90,125,90,98,600,1009,Level 64
636,636,Larvesta,NULL,28.8,Bug,Fire,Flame Body,NULL,Swarm,NULL,55,85,55,50,55,60,360,NULL,NULL
637,637,Volcarona,NULL,46,Bug,Fire,Flame Body,NULL,Swarm,NULL,85,60,65,135,105,100,550,1011,Level 59
638,638,Cobalion,NULL,250,Steel,Fighting,Justified,NULL,NULL,NULL,91,90,129,90,72,108,580,NULL,NULL
639,639,Terrakion,NULL,260,Rock,Fighting,Justified,NULL,NULL,NULL,91,129,90,72,90,108,580,NULL,NULL
640,640,Virizion,NULL,200,Grass,Fighting,Justified,NULL,NULL,NULL,91,90,72,90,129,108,580,NULL,NULL
641,641,Tornadus,NULL,63,Flying,NULL,Prankster,NULL,Defiant,NULL,79,115,70,125,80,111,580,NULL,NULL
2715,641,Tornadus,Therian,63,Flying,NULL,Regenerator,NULL,NULL,NULL,79,100,80,110,90,121,580,NULL,NULL
642,642,Thundurus,NULL,61,Electric,Flying,Prankster,NULL,Defiant,NULL,79,115,70,125,80,111,580,NULL,NULL
2716,642,Thundurus,Therian,61,Electric,Flying,Volt Absorb,NULL,NULL,NULL,79,105,70,145,80,101,580,NULL,NULL
643,643,Reshiram,NULL,330,Dragon,Fire,Turboblaze,NULL,NULL,NULL,100,120,100,150,120,90,680,NULL,NULL
644,644,Zekrom,NULL,345,Dragon,Electric,Teravolt,NULL,NULL,NULL,100,150,120,120,100,90,680,NULL,NULL
645,645,Landorus,NULL,68,Ground,Flying,Sand Force,NULL,Sheer Force,NULL,89,125,90,115,80,101,600,NULL,NULL
2719,645,Landorus,Therian,68,Ground,Flying,Intimidate,NULL,NULL,NULL,89,145,90,105,80,91,600,NULL,NULL
646,646,Kyurem,NULL,325,Dragon,Ice,Pressure,NULL,NULL,NULL,125,130,90,130,90,95,660,NULL,NULL
2720,646,Kyurem,White,325,Dragon,Ice,Turboblaze,NULL,NULL,NULL,125,120,90,170,100,95,700,NULL,NULL
2721,646,Kyurem,Black,325,Dragon,Ice,Teravolt,NULL,NULL,NULL,125,170,100,120,90,95,700,NULL,NULL
647,647,Keldeo,NULL,48.5,Water,Fighting,Justified,NULL,NULL,NULL,91,72,90,129,90,108,580,NULL,NULL
2722,647,Keldeo,Resolute,48.5,Water,Fighting,Justified,NULL,NULL,NULL,91,72,90,129,90,108,580,NULL,NULL
648,648,Meloetta,NULL,6.5,Normal,Psychic,Serene Grace,NULL,NULL,NULL,100,77,77,128,128,90,600,NULL,NULL
2723,648,Meloetta,Pirouette,6.5,Normal,Fighting,Serene Grace,NULL,NULL,NULL,100,128,90,77,77,128,600,NULL,NULL
649,649,Genesect,NULL,82.5,Bug,Steel,Download,NULL,NULL,NULL,71,120,95,120,95,99,600,NULL,NULL
650,650,Chespin,NULL,9,Grass,NULL,Overgrow,NULL,Bulletproof,NULL,56,61,65,48,45,38,313,NULL,NULL
651,651,Quilladin,NULL,29,Grass,NULL,Overgrow,NULL,Bulletproof,NULL,61,78,95,56,58,57,405,1066,Level 16
652,652,Chesnaught,NULL,90,Grass,Fighting,Overgrow,NULL,Bulletproof,NULL,88,107,122,74,75,64,530,1067,Level 36
653,653,Fennekin,NULL,9.4,Fire,NULL,Blaze,NULL,Magician,NULL,40,45,40,62,60,60,307,NULL,NULL
654,654,Braixen,NULL,14.5,Fire,NULL,Blaze,NULL,Magician,NULL,59,59,58,90,70,73,409,1069,Level 16
655,655,Delphox,NULL,39,Fire,Psychic,Blaze,NULL,Magician,NULL,75,69,72,114,100,104,534,1070,Level 36
656,656,Froakie,NULL,7,Water,NULL,Torrent,NULL,Protean,NULL,41,56,40,62,44,71,314,NULL,NULL
657,657,Frogadier,NULL,10.9,Water,NULL,Torrent,NULL,Protean,NULL,54,63,52,83,56,97,405,1072,Level 16
658,658,Greninja,NULL,40,Water,Dark,Torrent,NULL,Protean,Battle Bond,72,95,67,103,71,122,530,1073,Level 36
2733,658,Greninja,Ash,40,Water,Dark,Battle Bond,NULL,NULL,NULL,72,145,67,153,71,132,640,NULL,NULL
659,659,Bunnelby,NULL,5,Normal,NULL,Pickup,Cheek Pouch,Huge Power,NULL,38,36,38,32,36,57,237,NULL,NULL
660,660,Diggersby,NULL,42.4,Normal,Ground,Pickup,Cheek Pouch,Huge Power,NULL,85,56,77,50,77,78,423,1075,Level 20
661,661,Fletchling,NULL,1.7,Normal,Flying,Big Pecks,NULL,Gale Wings,NULL,45,50,43,40,38,62,278,NULL,NULL
662,662,Fletchinder,NULL,16,Fire,Flying,Flame Body,NULL,Gale Wings,NULL,62,73,55,56,52,84,382,1078,Level 17
663,663,Talonflame,NULL,24.5,Fire,Flying,Flame Body,NULL,Gale Wings,NULL,78,81,71,74,69,126,499,1079,Level 35
664,664,Scatterbug,NULL,2.5,Bug,NULL,Shield Dust,Compound Eyes,Friend Guard,NULL,38,35,40,27,25,35,200,NULL,NULL
665,665,Spewpa,NULL,8.4,Bug,NULL,Shed Skin,NULL,Friend Guard,NULL,45,22,60,27,30,29,213,1081,Level 9
666,666,Vivillon,NULL,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2741,666,Vivillon,Tundra,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2742,666,Vivillon,Sun,17,Bug,Flying,Sap Sipper,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2743,666,Vivillon,Savanna,17,Bug,Flying,Sap Sipper,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2744,666,Vivillon,Sandstorm,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2745,666,Vivillon,River,17,Bug,Flying,Sap Sipper,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2746,666,Vivillon,Polar,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2747,666,Vivillon,Poké-Ball,17,Bug,Flying,Sap Sipper,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2748,666,Vivillon,Ocean,17,Bug,Flying,Sap Sipper,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2749,666,Vivillon,Monsoon,17,Bug,Flying,Sap Sipper,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2750,666,Vivillon,Modern,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2751,666,Vivillon,Marine,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2752,666,Vivillon,Jungle,17,Bug,Flying,Sap Sipper,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2753,666,Vivillon,Icy-Snow,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2754,666,Vivillon,High-Plains,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2755,666,Vivillon,Garden,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2756,666,Vivillon,Fancy,17,Bug,Flying,Sap Sipper,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2757,666,Vivillon,Elegant,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2758,666,Vivillon,Continental,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
2759,666,Vivillon,Archipelago,17,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,NULL,80,52,50,90,50,89,411,1082,Level 12
667,667,Litleo,NULL,13.5,Fire,Normal,Rivalry,Unnerve,Moxie,NULL,62,50,58,73,54,72,369,NULL,NULL
668,668,Pyroar,NULL,81.5,Fire,Normal,Rivalry,Unnerve,Moxie,NULL,86,68,72,109,66,106,507,1084,Level 35
669,669,Flabébé,NULL,0.1,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,44,38,39,61,79,42,303,NULL,NULL
2762,669,Flabébé,Yellow-Flower,0.1,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,44,38,39,61,79,42,303,NULL,NULL
2763,669,Flabébé,White-Flower,0.1,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,44,38,39,61,79,42,303,NULL,NULL
2764,669,Flabébé,Orange-Flower,0.1,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,44,38,39,61,79,42,303,NULL,NULL
2765,669,Flabébé,Blue-Flower,0.1,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,44,38,39,61,79,42,303,NULL,NULL
670,670,Floette,NULL,0.9,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,54,45,47,75,98,52,371,1086,Level 19
2766,670,Floette,Yellow-Flower,0.9,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,54,45,47,75,98,52,371,1772,Level 19
2767,670,Floette,White-Flower,0.9,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,54,45,47,75,98,52,371,1775,Level 19
2768,670,Floette,Orange-Flower,0.9,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,54,45,47,75,98,52,371,1773,Level 19
2769,670,Floette,Blue-Flower,0.9,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,54,45,47,75,98,52,371,1774,Level 19
671,671,Florges,NULL,10,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,78,65,68,112,154,75,552,1088,Shiny Stone
2770,671,Florges,Yellow-Flower,10,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,78,65,68,112,154,75,552,1776,Shiny Stone
2771,671,Florges,White-Flower,10,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,78,65,68,112,154,75,552,1779,Shiny Stone
2772,671,Florges,Orange-Flower,10,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,78,65,68,112,154,75,552,1777,Shiny Stone
2773,671,Florges,Blue-Flower,10,Fairy,NULL,Flower Veil,NULL,Symbiosis,NULL,78,65,68,112,154,75,552,1778,Shiny Stone
672,672,Skiddo,NULL,31,Grass,NULL,Sap Sipper,NULL,Grass Pelt,NULL,66,65,48,62,57,52,350,NULL,NULL
673,673,Gogoat,NULL,91,Grass,NULL,Sap Sipper,NULL,Grass Pelt,NULL,123,100,62,97,81,68,531,1090,Level 32
674,674,Pancham,NULL,8,Fighting,NULL,Iron Fist,Mold Breaker,Scrappy,NULL,67,82,62,46,48,43,348,NULL,NULL
675,675,Pangoro,NULL,136,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,NULL,95,124,78,69,71,58,495,1092,Level 32 With Dark-Type Pokemon In Party
676,676,Furfrou,NULL,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2778,676,Furfrou,Star-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2779,676,Furfrou,Pharaoh-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2780,676,Furfrou,Matron-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2781,676,Furfrou,La-Reine-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2782,676,Furfrou,Kabuki-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2783,676,Furfrou,Heart-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2784,676,Furfrou,Diamond-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2785,676,Furfrou,Debutante-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
2786,676,Furfrou,Dandy-Trim,28,Normal,NULL,Fur Coat,NULL,NULL,NULL,75,80,60,65,90,102,472,NULL,NULL
677,677,Espurr,NULL,3.5,Psychic,NULL,Keen Eye,Infiltrator,Own Tempo,NULL,62,48,54,63,60,68,355,NULL,NULL
678,678,Meowstic,NULL,8.5,Psychic,NULL,Keen Eye,Infiltrator,Prankster,NULL,74,48,76,83,81,104,466,1095,Level 25
2788,678,Meowstic,Female,8.5,Psychic,NULL,Keen Eye,Infiltrator,Competitive,NULL,74,48,76,83,81,104,466,1095,Level 25
679,679,Honedge,NULL,2,Steel,Ghost,No Guard,NULL,NULL,NULL,45,80,100,35,37,28,325,NULL,NULL
680,680,Doublade,NULL,4.5,Steel,Ghost,No Guard,NULL,NULL,NULL,59,110,150,45,49,35,448,25,Level 35
681,681,Aegislash,NULL,53,Steel,Ghost,Stance Change,NULL,NULL,NULL,60,50,140,50,140,60,500,26,Dusk Stone
2791,681,Aegislash,Blade,53,Steel,Ghost,Stance Change,NULL,NULL,NULL,60,140,50,140,50,60,500,NULL,NULL
682,682,Spritzee,NULL,0.5,Fairy,NULL,Healer,NULL,Aroma Veil,NULL,78,52,60,63,65,23,341,NULL,NULL
683,683,Aromatisse,NULL,15.5,Fairy,NULL,Healer,NULL,Aroma Veil,NULL,101,72,72,99,89,29,462,1101,Sachet
684,684,Swirlix,NULL,3.5,Fairy,NULL,Sweet Veil,NULL,Unburden,NULL,62,48,66,59,57,49,341,NULL,NULL
685,685,Slurpuff,NULL,5,Fairy,NULL,Sweet Veil,NULL,Unburden,NULL,82,80,86,85,75,72,480,1103,Whipped Dream
686,686,Inkay,NULL,3.5,Dark,Psychic,Suction Cups,Contrary,Infiltrator,NULL,53,54,53,37,46,45,288,NULL,NULL
687,687,Malamar,NULL,47,Dark,Psychic,Suction Cups,Contrary,Infiltrator,NULL,86,92,88,68,75,73,482,1105,Level 30 With Console Upside-Down
688,688,Binacle,NULL,31,Rock,Water,Tough Claws,Sniper,Pickpocket,NULL,42,52,67,39,56,50,306,NULL,NULL
689,689,Barbaracle,NULL,96,Rock,Water,Tough Claws,Sniper,Pickpocket,NULL,72,105,115,54,86,68,500,1107,Level 39
690,690,Skrelp,NULL,7.3,Poison,Water,Poison Point,Poison Touch,Adaptability,NULL,50,60,60,60,60,30,320,NULL,NULL
691,691,Dragalge,NULL,81.5,Poison,Dragon,Poison Point,Poison Touch,Adaptability,NULL,65,75,90,97,123,44,494,1110,Level 48
692,692,Clauncher,NULL,8.3,Water,NULL,Mega Launcher,NULL,NULL,NULL,50,53,62,58,63,44,330,NULL,NULL
693,693,Clawitzer,NULL,35.3,Water,NULL,Mega Launcher,NULL,NULL,NULL,71,73,88,120,89,59,500,1112,Level 37
694,694,Helioptile,NULL,6,Electric,Normal,Dry Skin,Sand Veil,Solar Power,NULL,44,38,33,61,43,70,289,NULL,NULL
695,695,Heliolisk,NULL,21,Electric,Normal,Dry Skin,Sand Veil,Solar Power,NULL,62,55,52,109,94,109,481,1122,Sun Stone
696,696,Tyrunt,NULL,26,Rock,Dragon,Strong Jaw,NULL,Sturdy,NULL,58,89,77,45,45,48,362,NULL,NULL
697,697,Tyrantrum,NULL,270,Rock,Dragon,Strong Jaw,NULL,Rock Head,NULL,82,121,119,69,59,71,521,1124,Level 39 During The Day
698,698,Amaura,NULL,25.2,Rock,Ice,Refrigerate,NULL,Snow Warning,NULL,77,59,50,67,63,46,362,NULL,NULL
699,699,Aurorus,NULL,225,Rock,Ice,Refrigerate,NULL,Snow Warning,NULL,123,77,72,99,92,58,521,1126,Level 39 During The Night
700,700,Sylveon,NULL,23.5,Fairy,NULL,Cute Charm,NULL,Pixilate,NULL,95,65,65,110,130,60,525,228,Knowing A Fairy Move With 2+ Levels Of Affection
2810,700,Sylveon,NULL,23.5,Fairy,NULL,Cute Charm,NULL,Pixilate,NULL,95,65,65,110,130,60,525,228,Knowing a Fairy Move
701,701,Hawlucha,NULL,21.5,Fighting,Flying,Limber,Unburden,Mold Breaker,NULL,78,92,75,74,63,118,500,NULL,NULL
702,702,Dedenne,NULL,2.2,Electric,Fairy,Cheek Pouch,Pickup,Plus,NULL,67,58,57,81,67,101,431,NULL,NULL
703,703,Carbink,NULL,5.7,Rock,Fairy,Clear Body,NULL,Sturdy,NULL,50,50,150,50,150,50,500,NULL,NULL
704,704,Goomy,NULL,2.8,Dragon,NULL,Sap Sipper,Hydration,Gooey,NULL,45,50,35,55,75,40,300,NULL,NULL
705,705,Sliggoo,NULL,17.5,Dragon,NULL,Sap Sipper,Hydration,Gooey,NULL,68,75,53,83,113,60,452,1133,Level 40
2815,705,Sliggoo,Hisui,68.5,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,NULL,58,75,83,83,113,40,452,1133,Level 40 in Hisui
2816,705,Sliggoo,Hisui,68.5,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,NULL,58,75,83,83,113,40,452,1133,NULL
706,706,Goodra,NULL,150.5,Dragon,NULL,Sap Sipper,Hydration,Gooey,NULL,90,100,70,110,150,80,600,1134,Level 50 When Raining Or Foggy Outside Battle
2817,706,Goodra,Hisui,334.1,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,NULL,80,100,100,110,150,60,600,1637,Level 50 When Raining or Foggy Outside Battle
707,707,Klefki,NULL,3,Steel,Fairy,Prankster,NULL,Magician,NULL,57,80,91,80,87,75,470,NULL,NULL
708,708,Phantump,NULL,7,Ghost,Grass,Natural Cure,Frisk,Harvest,NULL,43,70,48,50,60,38,309,NULL,NULL
709,709,Trevenant,NULL,71,Ghost,Grass,Natural Cure,Frisk,Harvest,NULL,85,110,76,65,82,56,474,1137,NULL
710,710,Pumpkaboo,NULL,5,Ghost,Grass,Pickup,Frisk,Insomnia,NULL,49,66,70,44,55,51,335,NULL,NULL
2821,710,Pumpkaboo,Super,15,Ghost,Grass,Pickup,Frisk,Insomnia,NULL,59,66,70,44,55,41,335,NULL,NULL
2822,710,Pumpkaboo,Small,3.5,Ghost,Grass,Pickup,Frisk,Insomnia,NULL,44,66,70,44,55,56,335,NULL,NULL
2823,710,Pumpkaboo,Large,7.5,Ghost,Grass,Pickup,Frisk,Insomnia,NULL,54,66,70,44,55,46,335,NULL,NULL
711,711,Gourgeist,NULL,12.5,Ghost,Grass,Pickup,Frisk,Insomnia,NULL,65,90,122,58,75,84,494,1140,NULL
2824,711,Gourgeist,Super,39,Ghost,Grass,Pickup,Frisk,Insomnia,NULL,85,100,122,58,75,54,494,1801,NULL
2825,711,Gourgeist,Small,9.5,Ghost,Grass,Pickup,Frisk,Insomnia,NULL,55,85,122,58,75,99,494,1799,NULL
2826,711,Gourgeist,Large,14,Ghost,Grass,Pickup,Frisk,Insomnia,NULL,75,95,122,58,75,69,494,1800,NULL
712,712,Bergmite,NULL,99.5,Ice,NULL,Own Tempo,Ice Body,Sturdy,NULL,55,69,85,32,35,28,304,NULL,NULL
713,713,Avalugg,NULL,505,Ice,NULL,Own Tempo,Ice Body,Sturdy,NULL,95,117,184,44,46,28,514,1142,Level 37
2828,713,Avalugg,Hisui,262.4,Ice,Rock,Strong Jaw,Ice Body,Sturdy,NULL,95,127,184,34,36,38,514,1142,Level 37 in Hisui
2829,713,Avalugg,Hisui,262.4,Ice,Rock,Strong Jaw,Ice Body,Sturdy,NULL,95,127,184,34,36,38,514,1142,NULL
714,714,Noibat,NULL,8,Flying,Dragon,Frisk,Infiltrator,Telepathy,NULL,40,30,35,45,40,55,245,NULL,NULL
715,715,Noivern,NULL,85,Flying,Dragon,Frisk,Infiltrator,Telepathy,NULL,85,70,80,97,80,123,535,1144,Level 48
716,716,Xerneas,NULL,215,Fairy,NULL,Fairy Aura,NULL,NULL,NULL,126,131,95,131,98,99,680,NULL,NULL
717,717,Yveltal,NULL,203,Dark,Flying,Dark Aura,NULL,NULL,NULL,126,131,95,131,98,99,680,NULL,NULL
718,718,Zygarde,NULL,305,Dragon,Ground,Aura Break,Power Construct,NULL,NULL,108,100,121,81,95,95,600,NULL,NULL
2834,718,Zygarde,Complete,610,Dragon,Ground,Power Construct,NULL,NULL,NULL,216,100,121,91,95,85,708,NULL,NULL
2835,718,Zygarde,10%,33.5,Dragon,Ground,Aura Break,Power Construct,NULL,NULL,54,100,71,61,85,115,486,NULL,NULL
719,719,Diancie,NULL,8.8,Rock,Fairy,Clear Body,NULL,NULL,NULL,50,100,150,100,150,50,600,NULL,NULL
2836,719,Diancie,Mega,27.8,Rock,Fairy,Magic Bounce,NULL,NULL,NULL,50,160,110,160,110,110,700,NULL,NULL
720,720,Hoopa,NULL,9,Psychic,Ghost,Magician,NULL,NULL,NULL,80,110,60,150,130,70,600,NULL,NULL
2837,720,Hoopa,Unbound,490,Psychic,Dark,Magician,NULL,NULL,NULL,80,160,60,170,130,80,680,NULL,NULL
721,721,Volcanion,NULL,195,Fire,Water,Water Absorb,NULL,NULL,NULL,80,110,120,130,90,70,600,NULL,NULL
722,722,Rowlet,NULL,1.5,Grass,Flying,Overgrow,NULL,Long Reach,NULL,68,55,55,50,50,40,318,NULL,NULL
723,723,Dartrix,NULL,16,Grass,Flying,Overgrow,NULL,Long Reach,NULL,78,75,75,70,70,52,420,1246,Level 17
724,724,Decidueye,NULL,36.6,Grass,Ghost,Overgrow,NULL,Long Reach,NULL,78,107,75,100,100,70,530,1247,Level 34
2841,724,Decidueye,Hisui,37,Grass,Fighting,Overgrow,NULL,Scrappy,NULL,88,112,80,95,95,60,530,1247,Level 34 in Hisui
2842,724,Decidueye,Hisui,37,Grass,Fighting,Overgrow,NULL,Scrappy,NULL,88,112,80,95,95,60,530,1247,NULL
725,725,Litten,NULL,4.3,Fire,NULL,Blaze,NULL,Intimidate,NULL,45,65,40,60,40,70,320,NULL,NULL
726,726,Torracat,NULL,25,Fire,NULL,Blaze,NULL,Intimidate,NULL,65,85,50,80,50,90,420,1249,Level 17
727,727,Incineroar,NULL,83,Fire,Dark,Blaze,NULL,Intimidate,NULL,95,115,90,80,90,60,530,1250,Level 34
728,728,Popplio,NULL,7.5,Water,NULL,Torrent,NULL,Liquid Voice,NULL,50,54,54,66,56,40,320,NULL,NULL
729,729,Brionne,NULL,17.5,Water,NULL,Torrent,NULL,Liquid Voice,NULL,60,69,69,91,81,50,420,1252,Level 17
730,730,Primarina,NULL,44,Water,Fairy,Torrent,NULL,Liquid Voice,NULL,80,74,74,126,116,60,530,1253,Level 34
731,731,Pikipek,NULL,1.2,Normal,Flying,Keen Eye,Skill Link,Pickup,NULL,35,75,30,30,30,65,265,NULL,NULL
732,732,Trumbeak,NULL,14.8,Normal,Flying,Keen Eye,Skill Link,Pickup,NULL,55,85,50,40,50,75,355,1256,Level 14
733,733,Toucannon,NULL,26,Normal,Flying,Keen Eye,Skill Link,Sheer Force,NULL,80,120,75,75,75,60,485,1257,Level 28
